Time [s],Channel 2,Channel 3
18.077715125,0,0
18.077715250,1,0
18.079698958,0,0
18.079699125,1,0
18.081687167,0,0
18.081687292,1,0
18.083677542,0,0
18.083677667,1,0
18.085665708,0,0
18.085665875,1,0
18.087656083,0,0
18.087656250,1,0
18.089642125,0,0
18.089642250,1,0
18.091630292,0,0
18.091630458,1,0
18.093620667,0,0
18.093620792,1,0
18.095606708,0,0
18.095606833,1,0
18.097592708,0,0
18.097592833,1,0
18.099583083,0,0
18.099583208,1,0
18.101571250,0,0
18.101571417,1,0
18.103561625,0,0
18.103561792,1,0
18.105547667,0,0
18.105547792,1,0
18.107535833,0,0
18.107536000,1,0
18.109526208,0,0
18.109526333,1,0
18.111512250,0,0
18.111512375,1,0
18.113500417,0,0
18.113500583,1,0
18.115490792,0,0
18.115490917,1,0
18.117474625,0,0
18.117474792,1,0
18.119467167,0,0
18.119467333,1,0
18.121453208,0,0
18.121453333,1,0
18.123441375,0,0
18.123441542,1,0
18.125431750,0,0
18.125431917,1,0
18.127417792,0,0
18.127417917,1,0
18.129405958,0,0
18.129406125,1,0
18.131396333,0,0
18.131396458,1,0
18.133380167,0,0
18.133380333,1,0
18.135368375,0,0
18.135368500,1,0
18.137358750,0,0
18.137358875,1,0
18.139346917,0,0
18.139347083,1,0
18.141337292,0,0
18.141337458,1,0
18.143323333,0,0
18.143323458,1,0
18.145311500,0,0
18.145311667,1,0
18.147301875,0,0
18.147302000,1,0
18.149287917,0,0
18.149288042,1,0
18.151273917,0,0
18.151274083,1,0
18.153264292,0,0
18.153264417,1,0
18.155252500,0,0
18.155252625,1,0
18.157242833,0,0
18.157243000,1,0
18.159228875,0,0
18.159229000,1,0
18.161217042,0,0
18.161217208,1,0
18.163207417,0,0
18.163207542,1,0
18.165193458,0,0
18.165193583,1,0
18.167181625,0,0
18.167181792,1,0
18.169172000,0,0
18.169172125,1,0
18.171155833,0,0
18.171156000,1,0
18.173148375,0,0
18.173148542,1,0
18.175134417,0,0
18.175134542,1,0
18.177122583,0,0
18.177122750,1,0
18.179112958,0,0
18.179113125,1,0
18.181099000,0,0
18.181099125,1,0
18.183087167,0,0
18.183087333,1,0
18.185077542,0,0
18.185077667,1,0
18.187061417,0,0
18.187061542,1,0
18.189049583,0,0
18.189049750,1,0
18.191039958,0,0
18.191040083,1,0
18.193028167,0,0
18.193028292,1,0
18.195018500,0,0
18.195018667,1,0
18.197004542,0,0
18.197004667,1,0
18.198992708,0,0
18.198992875,1,0
18.200983083,0,0
18.200983208,1,0
18.202969125,0,0
18.202969250,1,0
18.204955125,0,0
18.204955292,1,0
18.206945500,0,0
18.206945625,1,0
18.208933708,0,0
18.208933833,1,0
18.210924042,0,0
18.210924208,1,0
18.212910083,0,0
18.212910208,1,0
18.214898250,0,0
18.214898417,1,0
18.216888625,0,0
18.216888792,1,0
18.218874667,0,0
18.218874792,1,0
18.220862833,0,0
18.220863000,1,0
18.222853208,0,0
18.222853333,1,0
18.224837083,0,0
18.224837208,1,0
18.226829583,0,0
18.226829750,1,0
18.228815625,0,0
18.228815750,1,0
18.230803833,0,0
18.230803958,1,0
18.232794167,0,0
18.232794333,1,0
18.234780208,0,0
18.234780333,1,0
18.236768375,0,0
18.236768542,1,0
18.238758750,0,0
18.238758875,1,0
18.240742625,0,0
18.240742750,1,0
18.242730792,0,0
18.242730958,1,0
18.244721167,0,0
18.244721292,1,0
18.246709375,0,0
18.246709500,1,0
18.248699708,0,0
18.248699875,1,0
18.250685750,0,0
18.250685875,1,0
18.252673917,0,0
18.252674083,1,0
18.254664292,0,0
18.254664458,1,0
18.256650333,0,0
18.256650458,1,0
18.258636333,0,0
18.258636500,1,0
18.260626708,0,0
18.260626833,1,0
18.262614917,0,0
18.262615042,1,0
18.264605250,0,0
18.264605417,1,0
18.266591292,0,0
18.266591417,1,0
18.268579500,0,0
18.268579625,1,0
18.270569833,0,0
18.270570000,1,0
18.272555875,0,0
18.272556000,1,0
18.274544042,0,0
18.274544208,1,0
18.276534417,0,0
18.276534542,1,0
18.278518292,0,0
18.278518417,1,0
18.280510792,0,0
18.280510958,1,0
18.282496833,0,0
18.282496958,1,0
18.284485042,0,0
18.284485167,1,0
18.286475375,0,0
18.286475542,1,0
18.288461417,0,0
18.288461542,1,0
18.290449583,0,0
18.290449750,1,0
18.292439958,0,0
18.292440125,1,0
18.294423833,0,0
18.294423958,1,0
18.296412000,0,0
18.296412167,1,0
18.298402375,0,0
18.298402500,1,0
18.300390583,0,0
18.300390708,1,0
18.302380917,0,0
18.302381083,1,0
18.304366958,0,0
18.304367083,1,0
18.306355125,0,0
18.306355292,1,0
18.308345500,0,0
18.308345667,1,0
18.310331542,0,0
18.310331667,1,0
18.312317542,0,0
18.312317708,1,0
18.314307917,0,0
18.314308042,1,0
18.316296125,0,0
18.316296250,1,0
18.318286458,0,0
18.318286625,1,0
18.320272500,0,0
18.320272625,1,0
18.322260708,0,0
18.322260833,1,0
18.324251042,0,0
18.324251208,1,0
18.326237083,0,0
18.326237208,1,0
18.328225250,0,0
18.328225417,1,0
18.330215625,0,0
18.330215792,1,0
18.332199500,0,0
18.332199625,1,0
18.334192000,0,0
18.334192167,1,0
18.334524208,1,1
18.334524250,1,0
18.334524333,1,1
18.334524417,1,0
18.334938417,1,1
18.334938458,1,0
18.335061292,1,1
18.335061333,1,0
18.335100083,1,1
18.335100125,1,0
18.335185583,1,1
18.335185625,1,0
18.335218417,1,1
18.335218458,1,0
18.335218958,1,1
18.335219000,1,0
18.335220042,1,1
18.335220083,1,0
18.335220583,1,1
18.335220625,1,0
18.335223292,1,1
18.335223333,1,0
18.335229542,1,1
18.335229583,1,0
18.335231167,1,1
18.335231208,1,0
18.335231708,1,1
18.335231750,1,0
18.335232250,1,1
18.335232292,1,0
18.335232792,1,1
18.335232833,1,0
18.335233333,1,1
18.335233375,1,0
18.335242292,1,1
18.335242333,1,0
18.335242833,1,1
18.335242875,1,0
18.335243375,1,1
18.335243417,1,0
18.335244458,1,1
18.335244500,1,0
18.335245000,1,1
18.335245042,1,0
18.335246625,1,1
18.335246667,1,0
18.335251750,1,1
18.335251792,1,0
18.335252875,1,1
18.335252917,1,0
18.335253417,1,1
18.335253458,1,0
18.335254500,1,1
18.335254542,1,0
18.335255000,1,1
18.335255083,1,0
18.335256125,1,1
18.335256167,1,0
18.335262875,1,1
18.335262917,1,0
18.335264542,1,1
18.335264583,1,0
18.335265083,1,1
18.335265125,1,0
18.335265625,1,1
18.335265667,1,0
18.335266167,1,1
18.335266208,1,0
18.335266708,1,1
18.335266750,1,0
18.335273458,1,1
18.335273500,1,0
18.335274542,1,1
18.335274583,1,0
18.335276208,1,1
18.335276250,1,0
18.335277292,1,1
18.335277333,1,0
18.335277833,1,1
18.335277875,1,0
18.335278375,1,1
18.335278417,1,0
18.335280000,1,1
18.335280042,1,0
18.335280542,1,1
18.335280583,1,0
18.335284583,1,1
18.335284625,1,0
18.335287875,1,1
18.335287917,1,0
18.335288417,1,1
18.335288458,1,0
18.335288917,1,1
18.335289000,1,0
18.335289500,1,1
18.335289542,1,0
18.335290042,1,1
18.335290083,1,0
18.335290583,1,1
18.335290625,1,0
18.335291125,1,1
18.335291167,1,0
18.335291667,1,1
18.335291708,1,0
18.335294917,1,1
18.335294958,1,0
18.335299500,1,1
18.335299583,1,0
18.335300083,1,1
18.335300125,1,0
18.335300625,1,1
18.335300667,1,0
18.335301167,1,1
18.335301208,1,0
18.335302250,1,1
18.335302292,1,0
18.335302792,1,1
18.335302833,1,0
18.335303333,1,1
18.335303375,1,0
18.335303875,1,1
18.335303917,1,0
18.335304417,1,1
18.335304458,1,0
18.335305500,1,1
18.335305542,1,0
18.335306042,1,1
18.335306083,1,0
18.335306583,1,1
18.335306625,1,0
18.335308458,1,1
18.335308500,1,0
18.335309000,1,1
18.335309042,1,0
18.335310083,1,1
18.335310167,1,0
18.335311167,1,1
18.335311250,1,0
18.335311750,1,1
18.335311792,1,0
18.335312292,1,1
18.335312333,1,0
18.335312833,1,1
18.335312875,1,0
18.335313375,1,1
18.335313417,1,0
18.335313917,1,1
18.335313958,1,0
18.335314458,1,1
18.335314500,1,0
18.335315000,1,1
18.335315042,1,0
18.335315542,1,1
18.335315583,1,0
18.335316083,1,1
18.335316125,1,0
18.335317167,1,1
18.335317208,1,0
18.335317708,1,1
18.335317750,1,0
18.335317958,1,1
18.335318000,1,0
18.335318792,1,1
18.335318833,1,0
18.335319333,1,1
18.335319375,1,0
18.335319583,1,1
18.335319625,1,0
18.335320125,1,1
18.335320167,1,0
18.335320417,1,1
18.335320458,1,0
18.335320958,1,1
18.335321000,1,0
18.335322292,1,1
18.335322333,1,0
18.335323417,1,1
18.335323458,1,0
18.335323958,1,1
18.335324000,1,0
18.335324500,1,1
18.335324542,1,0
18.335325000,1,1
18.335325083,1,0
18.335325583,1,1
18.335325625,1,0
18.335326125,1,1
18.335326167,1,0
18.335326667,1,1
18.335326708,1,0
18.335327208,1,1
18.335327250,1,0
18.335327750,1,1
18.335327792,1,0
18.335328292,1,1
18.335328333,1,0
18.335328833,1,1
18.335328875,1,0
18.335329375,1,1
18.335329417,1,0
18.335329917,1,1
18.335329958,1,0
18.335330167,1,1
18.335330208,1,0
18.335331250,1,1
18.335331292,1,0
18.335331792,1,1
18.335331833,1,0
18.335332083,1,1
18.335332125,1,0
18.335332333,1,1
18.335332375,1,0
18.335332875,1,1
18.335332917,1,0
18.335333417,1,1
18.335333500,1,0
18.335333708,1,1
18.335333750,1,0
18.335333958,1,1
18.335334000,1,0
18.335334500,1,1
18.335334583,1,0
18.335335083,1,1
18.335335125,1,0
18.335335583,1,1
18.335335667,1,0
18.335336125,1,1
18.335336208,1,0
18.335336667,1,1
18.335336750,1,0
18.335337250,1,1
18.335337292,1,0
18.335337750,1,1
18.335337833,1,0
18.335338333,1,1
18.335338375,1,0
18.335338875,1,1
18.335338917,1,0
18.335339417,1,1
18.335339458,1,0
18.335339958,1,1
18.335340000,1,0
18.335340500,1,1
18.335340542,1,0
18.335341042,1,1
18.335341083,1,0
18.335341583,1,1
18.335341625,1,0
18.335342375,1,1
18.335342417,1,0
18.335342667,1,1
18.335342708,1,0
18.335342917,1,1
18.335342958,1,0
18.335343458,1,1
18.335343500,1,0
18.335344000,1,1
18.335344042,1,0
18.335344542,1,1
18.335344583,1,0
18.335345083,1,1
18.335345167,1,0
18.335345625,1,1
18.335345667,1,0
18.335346167,1,1
18.335346250,1,0
18.335346708,1,1
18.335346792,1,0
18.335347250,1,1
18.335347333,1,0
18.335347792,1,1
18.335347875,1,0
18.335348333,1,1
18.335348417,1,0
18.335348917,1,1
18.335348958,1,0
18.335349458,1,1
18.335349500,1,0
18.335350000,1,1
18.335350042,1,0
18.335350542,1,1
18.335350583,1,0
18.335351083,1,1
18.335351125,1,0
18.335351333,1,1
18.335351375,1,0
18.335351625,1,1
18.335351667,1,0
18.335351875,1,1
18.335351917,1,0
18.335352417,1,1
18.335352458,1,0
18.335353250,1,1
18.335353292,1,0
18.335353500,1,1
18.335353542,1,0
18.335353792,1,1
18.335353833,1,0
18.335354042,1,1
18.335354083,1,0
18.335354333,1,1
18.335354375,1,0
18.335354875,1,1
18.335354917,1,0
18.335355125,1,1
18.335355167,1,0
18.335355417,1,1
18.335355458,1,0
18.335355667,1,1
18.335355708,1,0
18.335356208,1,1
18.335356250,1,0
18.335356500,1,1
18.335356542,1,0
18.335356750,1,1
18.335356792,1,0
18.335357292,1,1
18.335357333,1,0
18.335357833,1,1
18.335357917,1,0
18.335358417,1,1
18.335358458,1,0
18.335358958,1,1
18.335359000,1,0
18.335359458,1,1
18.335359542,1,0
18.335360000,1,1
18.335360083,1,0
18.335360542,1,1
18.335360625,1,0
18.335361083,1,1
18.335361167,1,0
18.335361667,1,1
18.335361708,1,0
18.335362208,1,1
18.335362250,1,0
18.335362750,1,1
18.335362792,1,0
18.335363292,1,1
18.335363333,1,0
18.335363833,1,1
18.335363875,1,0
18.335364375,1,1
18.335364417,1,0
18.335364917,1,1
18.335364958,1,0
18.335365458,1,1
18.335365500,1,0
18.335365708,1,1
18.335365750,1,0
18.335366250,1,1
18.335366292,1,0
18.335366542,1,1
18.335366583,1,0
18.335366792,1,1
18.335366833,1,0
18.335367333,1,1
18.335367375,1,0
18.335368167,1,1
18.335368208,1,0
18.335368958,1,1
18.335369000,1,0
18.335369500,1,1
18.335369583,1,0
18.335369625,1,1
18.335369667,1,0
18.335369792,1,1
18.335369833,1,0
18.335370042,1,1
18.335370125,1,0
18.335370333,1,1
18.335370375,1,0
18.335370583,1,1
18.335370667,1,0
18.335371667,1,1
18.335371750,1,0
18.335372208,1,1
18.335372292,1,0
18.335372750,1,1
18.335372833,1,0
18.335373292,1,1
18.335373375,1,0
18.335373875,1,1
18.335373917,1,0
18.335374125,1,1
18.335374167,1,0
18.335374417,1,1
18.335374458,1,0
18.335374958,1,1
18.335375000,1,0
18.335375208,1,1
18.335375250,1,0
18.335375500,1,1
18.335375542,1,0
18.335376042,1,1
18.335376083,1,0
18.335376292,1,1
18.335376333,1,0
18.335376583,1,1
18.335376625,1,0
18.335377125,1,1
18.335377167,1,0
18.335377375,1,1
18.335377417,1,0
18.335377667,1,1
18.335377708,1,0
18.335377917,1,1
18.335377958,1,0
18.335378458,1,1
18.335378500,1,0
18.335379000,1,1
18.335379042,1,0
18.335379542,1,1
18.335379583,1,0
18.335380083,1,1
18.335380125,1,0
18.335380625,1,1
18.335380708,1,0
18.335381167,1,1
18.335381250,1,0
18.335381708,1,1
18.335381792,1,0
18.335382250,1,1
18.335382333,1,0
18.335382792,1,1
18.335382875,1,0
18.335383333,1,1
18.335383417,1,0
18.335383875,1,1
18.335383958,1,0
18.335384417,1,1
18.335384500,1,0
18.335385000,1,1
18.335385042,1,0
18.335385542,1,1
18.335385583,1,0
18.335385792,1,1
18.335385833,1,0
18.335386083,1,1
18.335386125,1,0
18.335386333,1,1
18.335386375,1,0
18.335386625,1,1
18.335386667,1,0
18.335386875,1,1
18.335386917,1,0
18.335387167,1,1
18.335387208,1,0
18.335387417,1,1
18.335387458,1,0
18.335387708,1,1
18.335387750,1,0
18.335387958,1,1
18.335388000,1,0
18.335388250,1,1
18.335388292,1,0
18.335388500,1,1
18.335388542,1,0
18.335389042,1,1
18.335389083,1,0
18.335389583,1,1
18.335389625,1,0
18.335390125,1,1
18.335390167,1,0
18.335390667,1,1
18.335390708,1,0
18.335390958,1,1
18.335391000,1,0
18.335391208,1,1
18.335391250,1,0
18.335391750,1,1
18.335391792,1,0
18.335392292,1,1
18.335392375,1,0
18.335392583,1,1
18.335392625,1,0
18.335392833,1,1
18.335392917,1,0
18.335393375,1,1
18.335393458,1,0
18.335393917,1,1
18.335394000,1,0
18.335394208,1,1
18.335394250,1,0
18.335394458,1,1
18.335394542,1,0
18.335394583,1,1
18.335394625,1,0
18.335394750,1,1
18.335394792,1,0
18.335395042,1,1
18.335395083,1,0
18.335395125,1,1
18.335395167,1,0
18.335395292,1,1
18.335395333,1,0
18.335395542,1,1
18.335395625,1,0
18.335395667,1,1
18.335395708,1,0
18.335395833,1,1
18.335395875,1,0
18.335396125,1,1
18.335396167,1,0
18.335396375,1,1
18.335396417,1,0
18.335396667,1,1
18.335396708,1,0
18.335397208,1,1
18.335397250,1,0
18.335397458,1,1
18.335397500,1,0
18.335397750,1,1
18.335397792,1,0
18.335398000,1,1
18.335398042,1,0
18.335398292,1,1
18.335398333,1,0
18.335398542,1,1
18.335398583,1,0
18.335398833,1,1
18.335398875,1,0
18.335399083,1,1
18.335399125,1,0
18.335399375,1,1
18.335399417,1,0
18.335399625,1,1
18.335399667,1,0
18.335399917,1,1
18.335399958,1,0
18.335400167,1,1
18.335400208,1,0
18.335400458,1,1
18.335400500,1,0
18.335400708,1,1
18.335400750,1,0
18.335401000,1,1
18.335401042,1,0
18.335401542,1,1
18.335401583,1,0
18.335401792,1,1
18.335401833,1,0
18.335402083,1,1
18.335402125,1,0
18.335402333,1,1
18.335402375,1,0
18.335402875,1,1
18.335402917,1,0
18.335403417,1,1
18.335403458,1,0
18.335403958,1,1
18.335404000,1,0
18.335404500,1,1
18.335404583,1,0
18.335405042,1,1
18.335405125,1,0
18.335405333,1,1
18.335405375,1,0
18.335405583,1,1
18.335405667,1,0
18.335406125,1,1
18.335406208,1,0
18.335406667,1,1
18.335406750,1,0
18.335407208,1,1
18.335407292,1,0
18.335407500,1,1
18.335407542,1,0
18.335407750,1,1
18.335407833,1,0
18.335408292,1,1
18.335408375,1,0
18.335408833,1,1
18.335408917,1,0
18.335409375,1,1
18.335409458,1,0
18.335409958,1,1
18.335410000,1,0
18.335410208,1,1
18.335410250,1,0
18.335410500,1,1
18.335410542,1,0
18.335410750,1,1
18.335410792,1,0
18.335411000,1,1
18.335411083,1,0
18.335411583,1,1
18.335411625,1,0
18.335412125,1,1
18.335412167,1,0
18.335412375,1,1
18.335412417,1,0
18.335412667,1,1
18.335412708,1,0
18.335412917,1,1
18.335412958,1,0
18.335413167,1,1
18.335413250,1,0
18.335413458,1,1
18.335413500,1,0
18.335413750,1,1
18.335413792,1,0
18.335414000,1,1
18.335414042,1,0
18.335414250,1,1
18.335414333,1,0
18.335414542,1,1
18.335414583,1,0
18.335414833,1,1
18.335414875,1,0
18.335415083,1,1
18.335415125,1,0
18.335415625,1,1
18.335415708,1,0
18.335415917,1,1
18.335415958,1,0
18.335416167,1,1
18.335416250,1,0
18.335416708,1,1
18.335416792,1,0
18.335417250,1,1
18.335417333,1,0
18.335417792,1,1
18.335417875,1,0
18.335418333,1,1
18.335418417,1,0
18.335418625,1,1
18.335418667,1,0
18.335418875,1,1
18.335418958,1,0
18.335419417,1,1
18.335419500,1,0
18.335419958,1,1
18.335420042,1,0
18.335420500,1,1
18.335420583,1,0
18.335421042,1,1
18.335421125,1,0
18.335421583,1,1
18.335421667,1,0
18.335422125,1,1
18.335422208,1,0
18.335422667,1,1
18.335422750,1,0
18.335422958,1,1
18.335423000,1,0
18.335423250,1,1
18.335423292,1,0
18.335423500,1,1
18.335423542,1,0
18.335423792,1,1
18.335423833,1,0
18.335424042,1,1
18.335424083,1,0
18.335424333,1,1
18.335424375,1,0
18.335424583,1,1
18.335424625,1,0
18.335425125,1,1
18.335425167,1,0
18.335425417,1,1
18.335425458,1,0
18.335425667,1,1
18.335425708,1,0
18.335426208,1,1
18.335426250,1,0
18.335426750,1,1
18.335426833,1,0
18.335427292,1,1
18.335427375,1,0
18.335427833,1,1
18.335427917,1,0
18.335428375,1,1
18.335428458,1,0
18.335428917,1,1
18.335429000,1,0
18.335429208,1,1
18.335429250,1,0
18.335429458,1,1
18.335429542,1,0
18.335429750,1,1
18.335429792,1,0
18.335430000,1,1
18.335430083,1,0
18.335430542,1,1
18.335430625,1,0
18.335431083,1,1
18.335431167,1,0
18.335431375,1,1
18.335431417,1,0
18.335431667,1,1
18.335431708,1,0
18.335431917,1,1
18.335431958,1,0
18.335432167,1,1
18.335432250,1,0
18.335432458,1,1
18.335432500,1,0
18.335432708,1,1
18.335432792,1,0
18.335433250,1,1
18.335433333,1,0
18.335433833,1,1
18.335433875,1,0
18.335434375,1,1
18.335434417,1,0
18.335434625,1,1
18.335434667,1,0
18.335434875,1,1
18.335434958,1,0
18.335435167,1,1
18.335435208,1,0
18.335435458,1,1
18.335435500,1,0
18.335435708,1,1
18.335435750,1,0
18.335436000,1,1
18.335436042,1,0
18.335436250,1,1
18.335436292,1,0
18.335436542,1,1
18.335436583,1,0
18.335436792,1,1
18.335436833,1,0
18.335437083,1,1
18.335437125,1,0
18.335437333,1,1
18.335437375,1,0
18.335437625,1,1
18.335437667,1,0
18.335437875,1,1
18.335437917,1,0
18.335438167,1,1
18.335438208,1,0
18.335438417,1,1
18.335438458,1,0
18.335438667,1,1
18.335438750,1,0
18.335438958,1,1
18.335439000,1,0
18.335439250,1,1
18.335439292,1,0
18.335439500,1,1
18.335439542,1,0
18.335439792,1,1
18.335439833,1,0
18.335440042,1,1
18.335440125,1,0
18.335440167,1,1
18.335440208,1,0
18.335440333,1,1
18.335440375,1,0
18.335440583,1,1
18.335440667,1,0
18.335440875,1,1
18.335440917,1,0
18.335441167,1,1
18.335441208,1,0
18.335441250,1,1
18.335441292,1,0
18.335441417,1,1
18.335441458,1,0
18.335441667,1,1
18.335441750,1,0
18.335441792,1,1
18.335441833,1,0
18.335441958,1,1
18.335442000,1,0
18.335442208,1,1
18.335442292,1,0
18.335442333,1,1
18.335442375,1,0
18.335442500,1,1
18.335442542,1,0
18.335442750,1,1
18.335442833,1,0
18.335443042,1,1
18.335443083,1,0
18.335443292,1,1
18.335443375,1,0
18.335443583,1,1
18.335443625,1,0
18.335443833,1,1
18.335443917,1,0
18.335444375,1,1
18.335444458,1,0
18.335444917,1,1
18.335445000,1,0
18.335445458,1,1
18.335445542,1,0
18.335446000,1,1
18.335446083,1,0
18.335446583,1,1
18.335446625,1,0
18.335446833,1,1
18.335446875,1,0
18.335447125,1,1
18.335447167,1,0
18.335447375,1,1
18.335447417,1,0
18.335447667,1,1
18.335447708,1,0
18.335447917,1,1
18.335447958,1,0
18.335448208,1,1
18.335448250,1,0
18.335448458,1,1
18.335448500,1,0
18.335448750,1,1
18.335448792,1,0
18.335449000,1,1
18.335449042,1,0
18.335449292,1,1
18.335449333,1,0
18.335449542,1,1
18.335449583,1,0
18.335449833,1,1
18.335449875,1,0
18.335450083,1,1
18.335450125,1,0
18.335450375,1,1
18.335450417,1,0
18.335450625,1,1
18.335450667,1,0
18.335450917,1,1
18.335450958,1,0
18.335451167,1,1
18.335451250,1,0
18.335451708,1,1
18.335451792,1,0
18.335452250,1,1
18.335452333,1,0
18.335452792,1,1
18.335452875,1,0
18.335453333,1,1
18.335453417,1,0
18.335453875,1,1
18.335453958,1,0
18.335454167,1,1
18.335454208,1,0
18.335454417,1,1
18.335454500,1,0
18.335454958,1,1
18.335455042,1,0
18.335455500,1,1
18.335455583,1,0
18.335456042,1,1
18.335456125,1,0
18.335456583,1,1
18.335456667,1,0
18.335457125,1,1
18.335457208,1,0
18.335457667,1,1
18.335457750,1,0
18.335457958,1,1
18.335458000,1,0
18.335458208,1,1
18.335458292,1,0
18.335458500,1,1
18.335458542,1,0
18.335458792,1,1
18.335458833,1,0
18.335459042,1,1
18.335459083,1,0
18.335459333,1,1
18.335459375,1,0
18.335459583,1,1
18.335459625,1,0
18.335459875,1,1
18.335459917,1,0
18.335460125,1,1
18.335460167,1,0
18.335460667,1,1
18.335460708,1,0
18.335460958,1,1
18.335461000,1,0
18.335461208,1,1
18.335461250,1,0
18.335461750,1,1
18.335461792,1,0
18.335462292,1,1
18.335462375,1,0
18.335462833,1,1
18.335462917,1,0
18.335463375,1,1
18.335463458,1,0
18.335463917,1,1
18.335464000,1,0
18.335464208,1,1
18.335464250,1,0
18.335464458,1,1
18.335464542,1,0
18.335465000,1,1
18.335465083,1,0
18.335465542,1,1
18.335465625,1,0
18.335466083,1,1
18.335466167,1,0
18.335466625,1,1
18.335466708,1,0
18.335466917,1,1
18.335466958,1,0
18.335467208,1,1
18.335467250,1,0
18.335467458,1,1
18.335467500,1,0
18.335467750,1,1
18.335467792,1,0
18.335468000,1,1
18.335468042,1,0
18.335468250,1,1
18.335468333,1,0
18.335468542,1,1
18.335468583,1,0
18.335468833,1,1
18.335468875,1,0
18.335469083,1,1
18.335469125,1,0
18.335469375,1,1
18.335469417,1,0
18.335469625,1,1
18.335469667,1,0
18.335469917,1,1
18.335469958,1,0
18.335470167,1,1
18.335470208,1,0
18.335470458,1,1
18.335470500,1,0
18.335470708,1,1
18.335470750,1,0
18.335471250,1,1
18.335471292,1,0
18.335471542,1,1
18.335471583,1,0
18.335471792,1,1
18.335471833,1,0
18.335472083,1,1
18.335472125,1,0
18.335472333,1,1
18.335472375,1,0
18.335472875,1,1
18.335472917,1,0
18.335473167,1,1
18.335473208,1,0
18.335473417,1,1
18.335473458,1,0
18.335473958,1,1
18.335474042,1,0
18.335474250,1,1
18.335474292,1,0
18.335474500,1,1
18.335474542,1,0
18.335474792,1,1
18.335474833,1,0
18.335475042,1,1
18.335475125,1,0
18.335475333,1,1
18.335475375,1,0
18.335475583,1,1
18.335475667,1,0
18.335475875,1,1
18.335475917,1,0
18.335476125,1,1
18.335476208,1,0
18.335476667,1,1
18.335476750,1,0
18.335476958,1,1
18.335477000,1,0
18.335477208,1,1
18.335477292,1,0
18.335477333,1,1
18.335477375,1,0
18.335477500,1,1
18.335477542,1,0
18.335477750,1,1
18.335477833,1,0
18.335478042,1,1
18.335478083,1,0
18.335478292,1,1
18.335478375,1,0
18.335478583,1,1
18.335478625,1,0
18.335478833,1,1
18.335478917,1,0
18.335479375,1,1
18.335479458,1,0
18.335479667,1,1
18.335479708,1,0
18.335479917,1,1
18.335480000,1,0
18.335480208,1,1
18.335480250,1,0
18.335480458,1,1
18.335480542,1,0
18.335481000,1,1
18.335481083,1,0
18.335481292,1,1
18.335481333,1,0
18.335481583,1,1
18.335481625,1,0
